2025.03.01,00:00,6496536,6579248,6302227,6417653,11276
2025.03.08,00:00,6600462,7337182,6595843,7128673,11584
2025.03.15,00:00,7133290,8172119,7017865,7883555,8782
2025.03.22,00:00,7918183,8437597,7768130,8229831,5835
2025.03.29,00:00,8234448,8361416,7883555,7915874,7937
2025.04.05,00:00,7933025,8061310,7144833,7546513,10341
2025.04.12,00:00,7548821,7629619,6544620,6775471,9139
2025.04.19,00:00,6766237,6856269,6371482,6399184,10236
2025.04.26,00:00,6401493,6863195,6394567,6685439,10435
2025.05.03,00:00,6789838,6895514,6551546,6634652,10229
2025.05.10,00:00,6636961,6860886,6366865,6400339,9757
2025.05.17,00:00,6394567,6849344,6145249,6636961,10240
2025.05.24,00:00,6664663,6680822,6380716,6452280,10143
2025.05.31,00:00,6454589,6741998,6385333,6537695,10046
2025.06.07,00:00,6542312,6805482,6408418,6733918,8788
2025.06.21,00:00,6709007,6766237,6660046,6717759,52
2025.06.28,00:00,6706216,7604226,6692365,7408002,1816
